jp,fr,occurrences,has_var,en_hint
"見るからに冷たく美しい物質。
物を瞬時に氷結させる様は、
畏怖の対象としても語られる。",,1,,
"蒼色を含有した氷の塊。異な
る氷と融合させることで、想
像を絶する下限温度に達する。",,1,,
"七年もの月日、地中に埋めて
いた鋼。武具の素材として使
うことで、その歳月が迸る。",,1,,
"十年もの月日、風にさらして
いた鋼。武具の素材として使
うことで、その歳月が迸る。",,1,,
"十年もの月日、陽に照らして
いた鋼。武具の素材として使
うことで、その歳月が迸る。",,1,,
"百年もの月日、天にささげて
いた鋼。武具の素材として使
うことで、その歳月が迸る。",,1,,
"吹雪がやまないといわれる
極寒の地域で、雪の重みに
耐え続けた樹木の葉。",,1,,
"吹雪がやまないといわれる
極寒の地域で、雪の重みに
耐え続けた樹木の厚い葉。",,1,,
"吹雪がやまないといわれる
極寒の地域で、雪の重みに
耐え続けた樹木の鋭い葉。",,1,,
"吹雪がやまないといわれる
極寒の地域で、雪の重みに
耐え続けた樹木の稀少な葉。",,1,,
"羽根突き用の黄金の飾り羽根。
最高品質の羽子板であれば、
種類を選ばずよく合うだろう。",,1,,
"陽光を受けると金色に輝く
稀少な毛。絶滅したという
噂が流れたが再発見された。",,1,,
"金色に輝く稀少な毛の中でも、
ひときわ見事な光を放つ逸品。
祝い事の際などに使用される。",,1,,
"ほんのり甘い香りが漂う眼鏡。
その絶妙な堅さと芸術的曲線
が想定外の武器を誕生させる。",,1,,
"メゼポルタ広場で、とある年
に流行した色をつけ限定販売
されたという、珍しい眼鏡。",,1,yes,
"眼鏡の世界で、最高峰と称さ
れ、値段もつけられない眼鏡。
圧倒的な破壊力を秘めている。",,1,,
"武具工房の職人に、新たな発
想を与えかねないほど斬新で、
思考を誘うような音色。",,1,,
"武具工房の職人に、新たな発
想を与えかねないほど斬新で、
思考を惑わすような音色。",,1,,
"武具工房の職人に、新たな発
想を与えかねないほど斬新で、
思考を魅了するような音色。",,1,,
"食材屋も目を見張る新鮮な卵。
その殻を使用すると、非常に
優れた武具ができるという。",,1,,
"食材屋も驚くほど美味な卵。
その殻を使用すると、非常に
優れた武具ができるという。",,1,,
"食材屋も知らなかった幻の卵。
その殻を使用すると、非常に
優れた武具ができるという。",,1,,
"桜色をした鉱石の小さな欠片。
強力な武器を生み出すため、
使用されたとの逸話がある。",,1,,
"重厚な質感をもつ桜色の鉱石。
強力な武器を生み出すため、
使用されたとの逸話がある。",,1,,
"鋭利な質感をもつ桜色の鉱石。
強力な武器を生み出すため、
使用されたとの逸話がある。",,1,,
"非常に純度が高い桜色の鉱石。
強力な武器を生み出すため、
使用されたとの逸話がある。",,1,,
"かつてのメラルーが所持して
いたと言われている紅玉。
その噂の真偽は未だ不明。",,1,yes,
"メラルーが大切にしている
紅玉。滅多に見ることの
できない貴重な一品。",,1,yes,
"見た目のおぞましさとは裏腹
に、手触りの良い素材で、
作られている。",,1,,
"どんな装飾にも合う、伝統的
な木版。その艶やかさは、
職人技が生み出した奇跡。",,1,,
"見た目の荒々しさとは裏腹に、
手触りの良い素材で、作られ
ている。",,1,,
"どんな装飾にも合う、伝統的
な生地。その艶やかさは、
職人技が生み出した奇跡。",,1,,
"一年で一日しか咲かないと
言われている花の花びら。
花言葉は「内に秘めた美しさ」",,1,,
"一狩り一狩りの想い出を
書き溜めていくための手帳。
狩りの数だけ想い出がある！",,1,,
"一流の紳士を目指す者に
とって必要不可欠な
エチケットアイテム。",,1,yes,
"礼儀をわきまえ、信義を重ん
じる。紳士の振る舞い方に
ついて書かれている本。",,1,,
"摩擦を低減するだけでなく、
防錆作用、防塵作用にも
期待できる便利なアイテム。",,1,yes,
"永久機関の開発に用いられて
いたゼンマイ。頑丈さでは
頭一つ抜けている。",,1,yes,
"祝事に用いられる、金の粉。
価格が高騰していることで
貴重品となりつつある。",,1,,
"どんな下地にも合う、伝統的
な押し絵。その艶やかさは、
職人技が生み出した奇跡。",,1,,
"奇面族の王が考案したとされ
る奥戯。一見の価値ありとも、
見ると後悔するともいわれる。",,1,,
"奇面族の王が考案したとされ
る秘戯。見てしまった者は
三日三晩うなされるらしい。",,1,,
"伝えたいけど伝えられない、
そんな歯痒い想いを
形で表現したアイテム。",,1,yes,
"伝えなければ始まらない！
勇気を振り絞って、
告白した者の証。",,1,,
"奇面族の王は冗談が大好きで
毎日ふざけていたと言われて
いる。真偽は不明。",,1,,
"奇面族の王はその素早さから
残像すら残らないと言われて
いる。真偽は不明。",,1,,
"鮮やかな紅色に輝く毛。
それほど多く取れないため
貴重とされている。",,1,,
"どんなものでも虜にすると
言われている魔性の口紅。
原材料は不明。",,1,,
"派手なピンク色に染められた
飴細工。食べると口の中も
ピンク色になってしまう。",,1,yes,
"この世のものとは思えない
程の甘さを持つ。そのやみつ
きな味に中毒者は多い。",,1,,
"メゼポルタ広場を造った
ものたちの間に伝わる
名大工の家紋。",,1,yes,
"伝えたいけど伝えられない、
そんなもどかしい想いを
形で表現したアイテム。",,1,yes,
"伝えなければ始まらない！
勇気を振り絞って、
踏み出した者の証。",,1,,
"東方のあるお祭りで飾られる、
鮮やかな色をした角。
家に飾りたい。",,1,,
"東方のあるお祭りで飾られる、
鮮やかな色をした大きな角。
家に飾りたい。",,1,,
"氷に閉ざされた地方にある、
古くより氷の中で育った
樹木の希少な果実。",,1,,
"古くより氷の中で育った
樹木の希少な果実。
とても甘いことで有名。",,1,,
"舐めるととても甘い石。
煮詰めるとさらに甘さが増す。
ちょっと小ぶり。",,1,,
"舐めるととても甘い石。
煮詰めるとさらに甘さが増す。
小ぶり。",,1,,
"メゼポルタ広場で聴こえる
甘い音楽の楽譜。奏でれば
幸せな気持ちになる。",,1,yes,
"メゼポルタ広場で聴こえる
甘い音色。聞くととっても
幸せな気持ちになる。",,1,yes,
"ある時期になると、子供に
贈る品。何が入っているのか
わくわくする。",,1,,
"ある時期になると、子供に
贈る品。使わないで
飾っておきたい。",,1,,
"メゼポルタ広場で語られる
元気が出るお話。読むと
力がみなぎる気がする。",,1,yes,
"メゼポルタ広場で語られる
優しいお話。読むと
優しい気持ちになれる。",,1,yes,
"銀貨がたくさん入った箱。
銀貨に想いが重なって
見事な輝きをはなっている。",,1,,
"金貨がたくさん入った箱。
金貨に想いが重なって
見事な輝きをはなっている。",,1,,
"淡い紺色がきれいな紐。
その色はまるで満月の夜の
空の色のよう。",,1,,
"淡い紺色がきれいな縄。
その色はまるで満月の夜の
空の色のよう。",,1,,
"甘い言葉がつづられた魅惑の
手紙。その文を読んだ者は、
しばらく心を囚われるという。",,1,,
"稀にメゼポルタ広場に生ずる、
激しく心を動かされる事象。
ハンターの心が試される。",,1,yes,
"凍てつくような冷たさを
感じさせる鋭くて重い角。
武具工房で加工してもらえる。",,1,,
"凍てつくような冷たさを
感じさせる非常に大きな毛皮。
武具工房で加工してもらえる。",,1,,
"素敵な気持ちが集まって結晶
化したアツい情熱の糸。
待ち望んだときがくる？！",,1,yes,
"素敵な気持ちが集まって結晶
化したアツい情熱の羽。
待ち望んだときがくる？！",,1,yes,
"メゼポルタ広場で語られる
有名なおとぎ話。読むと
幸せな気持ちになれる。",,1,yes,
"メゼポルタ広場で語られる
有名なお話。読むと
幸せな気持ちになれる。",,1,yes,
"東方のあるお祭りで飾られる、
鮮やかな色をした紐。
家に飾りたい。",,1,,
"東方のあるお祭りで飾られる、
鮮やかな色をした縄。
家に飾りたい。",,1,,
"合戦乱神ノ大剣の
生産方法が記された紙。
工房に持って行こう！",,1,,
"黒天凱孤狼ノ剣の
生産方法が記された紙。
工房に持って行こう！",,1,,
"豊穣のシンボルとされる動物
の角が彫られたコインで、
採集を極めた者に贈られる。",,1,yes,
"撃刃紅我ノ大剣の
生産方法が記された紙。
工房に持って行こう！",,1,,
"白天凱孤狼ノ剣の
生産方法が記された紙。
工房に持って行こう！",,1,,
"採集を極めたハンターの証。
メゼポルタに豊穣をもたらす
者のみに贈られる。",,1,yes,
"エメラームヴァングの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"Ｇ−ＴＵＮＥソードの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"Ｇラディウス貤の
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"ゲノムスラッシャーの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
"プロテオブラントの
生産方法が記された紙。
工房に持って行こう！",,1,yes,
