index,source,target
8666,ダミー,
8667,ダミー,
8668,ランセＧガード,Gardes Rance G
8669,ランセGFガード,Gardes Rance GF
8670,ランセGXガード,Gardes Rance GX
8671,メイリダアーム,Brassards Meirida
8672,メイリダＦアーム,Brassards Meirida F
8673,メイリダFYアーム,Brassards Meirida FY
8674,メイリダHSアーム,Brassards Meirida HS
8675,メイリダＧアーム,Brassards Meirida G
8676,メイリダGFアーム,Brassards Meirida GF
8677,メイリダGXアーム,Brassards Meirida GX
8678,メイリダガード,Gardes Meirida
8679,メイリダＦガード,Gardes Meirida F
8680,メイリダFYガード,Gardes Meirida FY
8681,メイリダHSガード,Gardes Meirida HS
8682,メイリダＧガード,Gardes Meirida G
8683,メイリダGFガード,Gardes Meirida GF
8684,メイリダGXガード,Gardes Meirida GX
8685,マアデンアーム,Brassards Maaden
8686,マアデンＦアーム,Brassards Maaden F
8687,マアデンFYアーム,Brassards Maaden FY
8688,マアデンHSアーム,Brassards Maaden HS
8689,マアデンＧアーム,Brassards Maaden G
8690,マアデンGFアーム,Brassards Maaden GF
8691,マアデンGXアーム,Brassards Maaden GX
8692,マアデンガード,Gardes Maaden
8693,マアデンＦガード,Gardes Maaden F
8694,マアデンFYガード,Gardes Maaden FY
8695,マアデンHSガード,Gardes Maaden HS
8696,マアデンＧガード,Gardes Maaden G
8697,マアデンGFガード,Gardes Maaden GF
8698,マアデンGXガード,Gardes Maaden GX
8699,紅昇【袖】,
8700,紅昇Ｆ【袖】,
8701,紅昇FY【袖】,
8702,紅昇HS【袖】,
8703,紅昇Ｇ【袖】,
8704,紅昇GF【袖】,
8705,紅昇GX【袖】,
8706,紅楼【袖】,
8707,紅楼Ｆ【袖】,
8708,紅楼FY【袖】,
8709,紅楼HS【袖】,
8710,紅楼Ｇ【袖】,
8711,紅楼GF【袖】,
8712,紅楼GX【袖】,
8713,アブヤドアーム,Brassards Abuyado
8714,アブヤドＦアーム,Brassards Abuyado F
8715,アブヤドFYアーム,Brassards Abuyado FY
8716,アブヤドHSアーム,Brassards Abuyado HS
8717,アブヤドＧアーム,Brassards Abuyado G
8718,アブヤドGFアーム,Brassards Abuyado GF
8719,アブヤドGXアーム,Brassards Abuyado GX
8720,アブヤドガード,Gardes Abuyado
8721,アブヤドＦガード,Gardes Abuyado F
8722,アブヤドFYガード,Gardes Abuyado FY
8723,アブヤドHSガード,Gardes Abuyado HS
8724,アブヤドＧガード,Gardes Abuyado G
8725,アブヤドGFガード,Gardes Abuyado GF
8726,アブヤドGXガード,Gardes Abuyado GX
8727,ゴルックグローブ,
8728,ゴルックＦグローブ,
8729,ゴルックFYグローブ,
8730,ゴルックHSグローブ,
8731,ゴルックＧグローブ,
8732,ゴルックGFグローブ,
8733,ゴルックGXグローブ,
8734,ゴルックミトン,
8735,ゴルックＦミトン,
8736,ゴルックFYミトン,
8737,ゴルックHSミトン,
8738,ゴルックＧミトン,
8739,ゴルックGFミトン,
8740,ゴルックGXミトン,
8741,しましまアーム,Brassards Shimashima
8742,しましまＦアーム,Brassards Shimashima F
8743,しましまFYアーム,Brassards Shimashima FY
8744,しましまHSアーム,Brassards Shimashima HS
8745,しましまＧアーム,Brassards Shimashima G
8746,しましまGFアーム,Brassards Shimashima GF
8747,しましまGXアーム,Brassards Shimashima GX
8748,しましまガード,Gardes Shimashima
8749,しましまＦガード,Gardes Shimashima F
8750,しましまFYガード,Gardes Shimashima FY
8751,しましまHSガード,Gardes Shimashima HS
8752,しましまＧガード,Gardes Shimashima G
8753,しましまGFガード,Gardes Shimashima GF
8754,しましまGXガード,Gardes Shimashima GX
8755,リオデュオFYアーム,Brassards Rath FY
8756,リオデュオHSアーム,Brassards Rath HS
8757,リオデュオＧアーム,Brassards Rath G
8758,リオデュオGFアーム,Brassards Rath GF
8759,リオデュオGXアーム,Brassards Rath GX
8760,リオデュオFYガード,Gardes Rath FY
8761,リオデュオHSガード,Gardes Rath HS
8762,リオデュオＧガード,Gardes Rath G
8763,リオデュオGFガード,Gardes Rath GF
8764,リオデュオGXガード,Gardes Rath GX
8765,タンドレスHSアーム,Brassards Tandress HS
8766,タンドレスＧアーム,Brassards Tandress G
8767,タンドレスGFアーム,Brassards Tandress GF
8768,タンドレスGXアーム,Brassards Tandress GX
8769,タンドレスHSガード,Gardes Tandress HS
8770,タンドレスＧガード,Gardes Tandress G
8771,タンドレスGFガード,Gardes Tandress GF
8772,タンドレスGXガード,Gardes Tandress GX
8773,ランヴォアーム,Brassards Ranvuo
8774,ランヴォＦアーム,Brassards Ranvuo F
8775,ランヴォFYアーム,Brassards Ranvuo FY
8776,ランヴォHSアーム,Brassards Ranvuo HS
8777,ランヴォＧアーム,Brassards Ranvuo G
8778,ランヴォGFアーム,Brassards Ranvuo GF
8779,ランヴォGXアーム,Brassards Ranvuo GX
8780,ランヴォガード,Gardes Ranvuo
8781,ランヴォＦガード,Gardes Ranvuo F
8782,ランヴォFYガード,Gardes Ranvuo FY
8783,ランヴォHSガード,Gardes Ranvuo HS
8784,ランヴォＧガード,Gardes Ranvuo G
8785,ランヴォGFガード,Gardes Ranvuo GF
8786,ランヴォGXガード,Gardes Ranvuo GX
8787,ニュイアーム,Brassards Nyui
8788,ニュイＦアーム,Brassards Nyui F
8789,ニュイFYアーム,Brassards Nyui FY
8790,ニュイHSアーム,Brassards Nyui HS
8791,ニュイＧアーム,Brassards Nyui G
8792,ニュイGFアーム,Brassards Nyui GF
8793,ニュイGXアーム,Brassards Nyui GX
8794,ニュイガード,Gardes Nyui
8795,ニュイＦガード,Gardes Nyui F
8796,ニュイFYガード,Gardes Nyui FY
8797,ニュイHSガード,Gardes Nyui HS
8798,ニュイＧガード,Gardes Nyui G
8799,ニュイGFガード,Gardes Nyui GF
8800,ニュイGXガード,Gardes Nyui GX
8801,ダミー,
8802,ダミー,
8803,ダミー,
8804,ダミー,
8805,ニンファＧアーム,Brassards Nympha G
8806,ニンファGFアーム,Brassards Nympha GF
8807,ニンファGXアーム,Brassards Nympha GX
8808,ダミー,
8809,ダミー,
8810,ダミー,
8811,ダミー,
8812,ニンファＧガード,Gardes Nympha G
8813,ニンファGFガード,Gardes Nympha GF
8814,ニンファGXガード,Gardes Nympha GX
8815,ハルドGXアーム,Brassards Harudo GX
8816,ハルドGXガード,Gardes Harudo GX
8817,グレアGXアーム,Brassards Gureado GX
8818,グレアGXガード,Gardes Gureado GX
8819,ピクスGPアーム・緑,Brassards Pyx GP verts
8820,ピクスGPガード・緑,Gardes Pyx GP vertes
8821,ピクスGPアーム・紫,Brassards Pyx GP violets
8822,ピクスGPガード・紫,Gardes Pyx GP violettes
8823,ピクスGPアーム・黒,Brassards Pyx GP noirs
8824,ピクスGPガード・黒,Gardes Pyx GP noires
8825,ピクスGPアーム・水,
8826,ピクスGPガード・水,
8827,ダミー,
8828,ダミー,
8829,スマートHSアーム,
8830,スマートGSアーム,
8831,ガスラアーム,Brassards Gasura
8832,ガスラＦアーム,Brassards Gasura F
8833,ガスラFXアーム,Brassards Gasura FX
8834,ガスラＧアーム,Brassards Gasura G
8835,ガスラGFアーム,Brassards Gasura GF
8836,ガスラGXアーム,Brassards Gasura GX
8837,ガスラガード,Gardes Gasura
8838,ガスラＦガード,Gardes Gasura F
8839,ガスラFXガード,Gardes Gasura FX
8840,ガスラＧガード,Gardes Gasura G
8841,ガスラGFガード,Gardes Gasura GF
8842,ガスラGXガード,Gardes Gasura GX
8843,怒貌Ｇ【篭手】,
8844,怒貌GF【篭手】,
8845,怒貌GX【篭手】,
8846,怒面Ｇ【篭手】,
8847,怒面GF【篭手】,
8848,怒面GX【篭手】,
8849,アビＧアーム,Brassards Abi G
8850,アビGFアーム,Brassards Abi GF
8851,アビGXアーム,Brassards Abi GX
8852,アビＧガード,Gardes Abi G
8853,アビGFガード,Gardes Abi GF
8854,アビGXガード,Gardes Abi GX
8855,ジンオウアーム,Brassards Zinogre
8856,ジンオウＧアーム,Brassards Zinogre G
8857,ジンオウGFアーム,Brassards Zinogre GF
8858,ジンオウGXアーム,Brassards Zinogre GX
8859,ジンオウガード,Gardes Zinogre
8860,ジンオウＧガード,Gardes Zinogre G
8861,ジンオウGFガード,Gardes Zinogre GF
8862,ジンオウGXガード,Gardes Zinogre GX
8863,ガニアアーム・赤,Brassards Gania rouges
8864,ガニアＦアーム・赤,Brassards Gania F rouges
8865,ガニアFZアーム・赤,Brassards Gania FZ rouges
8866,ガニアHSアーム・赤,Brassards Gania HS rouges
8867,ガニアGSアーム・赤,Brassards Gania GS rouges
8868,ガニアGPアーム・赤,Brassards Gania GP rouges
8869,ガニアガード・赤,Gardes Gania rouges
8870,ガニアＦガード・赤,Gardes Gania F rouges
8871,ガニアFZガード・赤,Gardes Gania FZ rouges
8872,ガニアHSガード・赤,Gardes Gania HS rouges
8873,ガニアGSガード・赤,Gardes Gania GS rouges
8874,ガニアGPガード・赤,Gardes Gania GP rouges
8875,ガニアアーム・青,Brassards Gania bleus
8876,ガニアＦアーム・青,Brassards Gania F bleus
8877,ガニアFZアーム・青,Brassards Gania FZ bleus
8878,ガニアHSアーム・青,Brassards Gania HS bleus
8879,ガニアGSアーム・青,Brassards Gania GS bleus
8880,ガニアGPアーム・青,Brassards Gania GP bleus
8881,ガニアガード・青,Gardes Gania bleues
8882,ガニアＦガード・青,Gardes Gania F bleues
8883,ガニアFZガード・青,Gardes Gania FZ bleues
8884,ガニアHSガード・青,Gardes Gania HS bleues
8885,ガニアGSガード・青,Gardes Gania GS bleues
8886,ガニアGPガード・青,Gardes Gania GP bleues
8887,ガニアアーム・茶,Brassards Gania bruns
8888,ガニアＦアーム・茶,Brassards Gania F bruns
8889,ガニアFZアーム・茶,Brassards Gania FZ bruns
8890,ガニアHSアーム・茶,Brassards Gania HS bruns
8891,ガニアGSアーム・茶,Brassards Gania GS bruns
8892,ガニアGPアーム・茶,Brassards Gania GP bruns
8893,ガニアガード・茶,Gardes Gania brunes
8894,ガニアＦガード・茶,Gardes Gania F brunes
8895,ガニアFZガード・茶,Gardes Gania FZ brunes
8896,ガニアHSガード・茶,Gardes Gania HS brunes
8897,ガニアGSガード・茶,Gardes Gania GS brunes
8898,ガニアGPガード・茶,Gardes Gania GP brunes
8899,ガニアアーム・紫,Brassards Gania violets
8900,ガニアＦアーム・紫,Brassards Gania F violets
8901,ガニアFZアーム・紫,Brassards Gania FZ violets
8902,ガニアHSアーム・紫,Brassards Gania HS violets
8903,ガニアGSアーム・紫,Brassards Gania GS violets
8904,ガニアGPアーム・紫,Brassards Gania GP violets
8905,ガニアガード・紫,Gardes Gania violettes
8906,ガニアＦガード・紫,Gardes Gania F violettes
8907,ガニアFZガード・紫,Gardes Gania FZ violettes
8908,ガニアHSガード・紫,Gardes Gania HS violettes
8909,ガニアGSガード・紫,Gardes Gania GS violettes
8910,ガニアGPガード・紫,Gardes Gania GP violettes
8911,ディナトアーム,Brassards Dinato
8912,ディナトＦアーム,Brassards Dinato F
8913,ディナトFZアーム,Brassards Dinato FZ
8914,ディナトHSアーム,Brassards Dinato HS
8915,ディナトGSアーム,Brassards Dinato GS
8916,ディナトGPアーム,Brassards Dinato GP
8917,ディナトガード,Gardes Dinato
8918,ディナトＦガード,Gardes Dinato F
8919,ディナトFZガード,Gardes Dinato FZ
8920,ディナトHSガード,Gardes Dinato HS
8921,ディナトGSガード,Gardes Dinato GS
8922,ディナトGPガード,Gardes Dinato GP
8923,ドゥケアーム,Brassards Duque
8924,ドゥケＦアーム,Brassards Duque F
8925,ドゥケFZアーム,Brassards Duque FZ
8926,ドゥケHSアーム,Brassards Duque HS
8927,ドゥケGSアーム,Brassards Duque GS
8928,ドゥケGPアーム,Brassards Duque GP
8929,ドゥケガード,Gardes Duque
8930,ドゥケＦガード,Gardes Duque F
8931,ドゥケFZガード,Gardes Duque FZ
8932,ドゥケHSガード,Gardes Duque HS
8933,ドゥケGSガード,Gardes Duque GS
8934,ドゥケGPガード,Gardes Duque GP
8935,グラヌアーム,Brassards Granu
8936,グラヌＦアーム,Brassards Granu F
8937,グラヌFZアーム,Brassards Granu FZ
8938,グラヌHSアーム,Brassards Granu HS
8939,グラヌGSアーム,Brassards Granu GS
8940,グラヌGPアーム,Brassards Granu GP
8941,グラヌガード,Gardes Granu
8942,グラヌＦガード,Gardes Granu F
8943,グラヌFZガード,Gardes Granu FZ
8944,グラヌHSガード,Gardes Granu HS
8945,グラヌGSガード,Gardes Granu GS
8946,グラヌGPガード,Gardes Granu GP
8947,プラグアーム：01,
8948,プラグＦアーム：01,
8949,プラグFZアーム：01,
8950,プラグHSアーム：01,
8951,プラグGSアーム：01,
8952,プラグGPアーム：01,
8953,プラグガード：01,
8954,プラグＦガード：01,
8955,プラグFZガード：01,
8956,プラグHSガード：01,
8957,プラグGSガード：01,
8958,プラグGPガード：01,
8959,プラグアーム：00,
8960,プラグＦアーム：00,
8961,プラグFZアーム：00,
8962,プラグHSアーム：00,
8963,プラグGSアーム：00,
8964,プラグGPアーム：00,
8965,プラグガード：00,
8966,プラグＦガード：00,
8967,プラグFZガード：00,
8968,プラグHSガード：00,
8969,プラグGSガード：00,
8970,プラグGPガード：00,
8971,初号機アーム,Brassards Unit-
8972,初号機Ｆアーム,Brassards Unit- F
8973,初号機FZアーム,Brassards Unit- FZ
8974,初号機HSアーム,Brassards Unit- HS
8975,初号機GSアーム,Brassards Unit- GS
8976,初号機GPアーム,Brassards Unit- GP
8977,初号機ガード,Gardes Unit-
8978,初号機Ｆガード,Gardes Unit- F
8979,初号機FZガード,Gardes Unit- FZ
8980,初号機HSガード,Gardes Unit- HS
8981,初号機GSガード,Gardes Unit- GS
8982,初号機GPガード,Gardes Unit- GP
8983,零号機アーム,Brassards Unit-
8984,零号機Ｆアーム,Brassards Unit- F
8985,零号機FZアーム,Brassards Unit- FZ
8986,零号機HSアーム,Brassards Unit- HS
8987,零号機GSアーム,Brassards Unit- GS
8988,零号機GPアーム,Brassards Unit- GP
8989,零号機ガード,Gardes Unit-
8990,零号機Ｆガード,Gardes Unit- F
8991,零号機FZガード,Gardes Unit- FZ
8992,零号機HSガード,Gardes Unit- HS
8993,零号機GSガード,Gardes Unit- GS
8994,零号機GPガード,Gardes Unit- GP
8995,ダスクアーム・赤,Brassards Crépuscule rouges
8996,ダスクＦアーム・赤,Brassards Crépuscule F rouges
8997,ダスクFZアーム・赤,Brassards Crépuscule FZ rouges
8998,ダスクHSアーム・赤,Brassards Crépuscule HS rouges
8999,ダスクGSアーム・赤,Brassards Crépuscule GS rouges
9000,ダスクGPアーム・赤,Brassards Crépuscule GP rouges
9001,ダスクガード・赤,Gardes Crépuscule rouges
9002,ダスクＦガード・赤,Gardes Crépuscule F rouges
9003,ダスクFZガード・赤,Gardes Crépuscule FZ rouges
9004,ダスクHSガード・赤,Gardes Crépuscule HS rouges
9005,ダスクGSガード・赤,Gardes Crépuscule GS rouges
9006,ダスクGPガード・赤,Gardes Crépuscule GP rouges
9007,ダスクアーム・白,Brassards Crépuscule blancs
9008,ダスクＦアーム・白,Brassards Crépuscule F blancs
9009,ダスクFZアーム・白,Brassards Crépuscule FZ blancs
9010,ダスクHSアーム・白,Brassards Crépuscule HS blancs
9011,ダスクGSアーム・白,Brassards Crépuscule GS blancs
9012,ダスクGPアーム・白,Brassards Crépuscule GP blancs
9013,ダスクガード・白,Gardes Crépuscule blanches
9014,ダスクＦガード・白,Gardes Crépuscule F blanches
9015,ダスクFZガード・白,Gardes Crépuscule FZ blanches
9016,ダスクHSガード・白,Gardes Crépuscule HS blanches
9017,ダスクGSガード・白,Gardes Crépuscule GS blanches
9018,ダスクGPガード・白,Gardes Crépuscule GP blanches
9019,ダスクアーム・桃,Brassards Crépuscule roses
9020,ダスクＦアーム・桃,Brassards Crépuscule F roses
9021,ダスクFZアーム・桃,Brassards Crépuscule FZ roses
9022,ダスクHSアーム・桃,Brassards Crépuscule HS roses
9023,ダスクGSアーム・桃,Brassards Crépuscule GS roses
9024,ダスクGPアーム・桃,Brassards Crépuscule GP roses
9025,ダスクガード・桃,Gardes Crépuscule roses
9026,ダスクＦガード・桃,Gardes Crépuscule F roses
9027,ダスクFZガード・桃,Gardes Crépuscule FZ roses
9028,ダスクHSガード・桃,Gardes Crépuscule HS roses
9029,ダスクGSガード・桃,Gardes Crépuscule GS roses
9030,ダスクGPガード・桃,Gardes Crépuscule GP roses
9031,ダスクアーム・青,Brassards Crépuscule bleus
9032,ダスクＦアーム・青,Brassards Crépuscule F bleus
9033,ダスクFZアーム・青,Brassards Crépuscule FZ bleus
9034,ダスクHSアーム・青,Brassards Crépuscule HS bleus
9035,ダスクGSアーム・青,Brassards Crépuscule GS bleus
9036,ダスクGPアーム・青,Brassards Crépuscule GP bleus
9037,ダスクガード・青,Gardes Crépuscule bleues
9038,ダスクＦガード・青,Gardes Crépuscule F bleues
9039,ダスクFZガード・青,Gardes Crépuscule FZ bleues
9040,ダスクHSガード・青,Gardes Crépuscule HS bleues
9041,ダスクGSガード・青,Gardes Crépuscule GS bleues
9042,ダスクGPガード・青,Gardes Crépuscule GP bleues
9043,トイストアーム,
9044,トイストＦアーム,
9045,トイストFZアーム,
9046,トイストHSアーム,
9047,トイストGSアーム,
9048,トイストGPアーム,
9049,トイストガード,
9050,トイストＦガード,
9051,トイストFZガード,
9052,トイストHSガード,
9053,トイストGSガード,
9054,トイストGPガード,
9055,ネコダンアーム,Brassards Nekodan
